zip, count=1
 influence, count=3
 inflexible, count=1
 inflection, count=1
 infinite, count=1
 infant, count=2
 inexpressibly, count=1
 inestimable, count=1
 inert, count=1
 industry, count=3
 indulgently, count=1
 indulgence, count=1
 indoors, count=2
 indivisible, count=1
 individual, count=8
 indispensable, count=3
 indirectly, count=1
 indirect, count=1
 indicating, count=1
 indicate, count=1
 indemnity, count=1
 indemnify, count=1
 indefinitely, count=1
 indefatigable, count=1
 indeed, count=15
 indecisively, count=1
 incredulousness, count=1
 increasingly, count=1
 increasing, count=3
 increased, count=6
 increase, count=3
 inconvenience, count=3
 inconceivable, count=1
 incomplete, count=1
 income, count=2
 including, count=9
 includes, count=1
 included, count=5
 include, count=1
 incline, count=1
 incidents, count=1
 incidental, count=1
 incident, count=1
 inches, count=4
 inch, count=4
 incentive, count=1
 inaccurate, count=1
 in, count=749
 impulse, count=2
 improvised, count=1
 improving, count=1
 improvements, count=2
 improvement, count=1
 improved, count=2
 improve, count=4
 impractical, count=1
 impossible, count=2
 imposed, count=2
 important, count=3
 importance, count=3
 import, count=1
 implore, count=1
 implied, count=2
 implements, count=1
 implement, count=1
 impish, count=1
 imperfections, count=1
 imperceptible, count=2
 impatiently, count=2
 impatient, count=6
 impatience, count=1
 impact, count=1
 immovable, count=1
 immediately, count=12
 immediate, count=3
 imagining, count=1
 imagined, count=1
 imagine, count=9
 imagination, count=2
 imaginable, count=2
 image, count=1
 illustrator, count=1
 illustrations, count=2
 illustration, count=4
 illustrated, count=1
 illusions, count=1
 illusion, count=1
 illuminated, count=1
 illness, count=3
 ill, count=1
 iii, count=2
 ii, count=2
 ignoring, count=1
 ignored, count=1
 ignorant, count=1
 ignorance, count=2
 ignited, count=1
 if, count=203
 idol, count=1
 idly, count=2
 idle, count=1
 idiot, count=1
 identity, count=1
 identify, count=1
 identification, count=1
 identical, count=1
 ideas, count=7
 ideal, count=3
 idea, count=30
 icy, count=1
 icebergs, count=1
 ice, count=11
 i, count=763
 hypertext, count=1
 hut, count=12
 husky, count=2
 huskily, count=1
 hushed, count=1
 hush, count=1
 husband, count=2
 hurry, count=2
 hurriedly, count=2
 hurried, count=5
 hunting, count=1
 hunted, count=2
 hunt, count=5
 hungry, count=1
 hung, count=4
 hundreds, count=2
 hundred, count=6
 humph, count=4
 humored, count=3
 humor, count=4
 humming, count=1
 humility, count=1
 humble, count=1
 human, count=5
 hum, count=1
 hubbard, count=13
 http, count=10
 howled, count=1
 howl, count=1
 however, count=33
 how, count=106
 houses, count=20
 housekeeping, count=4
 housekeepers, count=1
 household, count=6
 house, count=35
 hours, count=15
 hour, count=12
 hot, count=4
 host, count=2
 horses, count=1
 horse, count=1
 horror, count=1
 horrible, count=1
 horizon, count=2
 horde, count=1
 hopes, count=1
 hopeless, count=1
 hoped, count=3
 hope, count=17
 hook, count=1
 honored, count=1
 honorable, count=1
 honor, count=2
 honesty, count=3
 honestly, count=1
 honest, count=1
 homespun, count=1
 homes, count=2
 homelike, count=2
 home, count=37
 holmes, count=22
 holidays, count=3
 holiday, count=3
 holes, count=2
 hole, count=1
 holding, count=1
 holder, count=4
 hold, count=11
 hoisted, count=1
 hoeing, count=1
 hoed, count=1
 hoe, count=1
 hobby, count=1
 hitherto, count=1
 hither, count=1
 hit, count=1
 history, count=6
 historic, count=1
 his, count=549
 hiring, count=1
 hired, count=2
 hire, count=1
 hint, count=1
 himself, count=53
 him, count=239
 hillsides, count=1
 hilling, count=1
 hilarious, count=1
 highway, count=1
 highly, count=2
 higher, count=5
 high, count=18
 hideousness, count=1
 hideous, count=1
 hide, count=2
 hidden, count=1
 hesitating, count=2
 hesitated, count=2
 hesitate, count=3
 hesitancy, count=4
 herself, count=2
 heroism, count=1
 herod, count=2
 hero, count=2
 hermitage, count=1
 here, count=81
 herd, count=1
 heralded, count=1
 her, count=18
 hens, count=3
 henceforth, count=2
 hence, count=3
 hen, count=1
 helps, count=1
 helplessly, count=1
 helpless, count=2
 helping, count=1
 helped, count=9
 help, count=34
 helm, count=1
 held, count=6
 heir, count=2
 height, count=1
 heels, count=3
 heeding, count=1
 heeded, count=2
 heed, count=1
 hectic, count=1
 heavy, count=6
 heavily, count=1
 heavier, count=1
 heavens, count=3
 heaven, count=5
 heating, count=1
 heat, count=4
 hearty, count=2
 hearts, count=1
 heartiness, count=1
 heartily, count=5
 hearth, count=1
 heartedly, count=2
 hearted, count=3
 heart, count=13
 hearing, count=5
 hearers, count=1
 heard, count=34
 hear, count=20
 heap, count=1
 health, count=4
 headway, count=1
 heads, count=2
 headlines, count=1
 headfirst, count=1
 headed, count=1
 head, count=19
 he, count=941
 hazen, count=81
 hazard, count=1
 haying, count=5
 hay, count=4
 having, count=23
 haven, count=16
 have, count=367
 haunting, count=2
 haunt, count=1
 hauling, count=1
 hauled, count=2
 hates, count=1
 hate, count=2
 hatch, count=1
 hat, count=1
 hasty, count=1
 hastily, count=3
 hasn, count=4
 has, count=72
 harvesting, count=1
 harvest, count=1
 hart, count=2
 harrowing, count=2
 harrow, count=1
 harmony, count=1
 harmonious, count=1
 harmonic, count=11
 harmless, count=2
 harming, count=1
 harm, count=3
 hardly, count=3
 harder, count=2
 hard, count=23
 happy, count=6
 happiness, count=3
 happiest, count=1
 happier, count=2
 happens, count=2
 happenings, count=1
 happening, count=2
 happened, count=16
 happen, count=11
 hangings, count=2
 hanged, count=1
 hang, count=3
 handy, count=2
 handsome, count=1
 hands, count=13
 handling, count=1
 handled, count=1
 handle, count=1
 handiwork, count=1
 handier, count=1
 handed, count=2
 hand, count=32
 hampshire, count=2
 hammock, count=1
 hammer, count=1
 halted, count=2
 hall, count=7
 halfway, count=1
 half, count=11
 hair, count=2
 hadn, count=4
 had, count=506
 habitable, count=1
 h, count=2
 gutenberg, count=93
 guides, count=1
 guests, count=5
 guessed, count=2
 guess, count=24
 guarded, count=1
 grunted, count=1
 grumbled, count=4
 gruffly, count=4
 gruff, count=1
 grudgingly, count=1
 grubs, count=1
 grubbing, count=1
 grown, count=3
 growled, count=2
 growing, count=1
 grow, count=4
 grove, count=4
 group, count=4
 ground, count=9
 gross, count=1
 grocer, count=1
 grips, count=1
 grip, count=1
 grinned, count=2
 grinding, count=1
 grin, count=2
 grimy, count=1
 grimly, count=1
 grim, count=1
 grew, count=5
 gregory, count=1
 greetings, count=1
 greeted, count=1
 greet, count=1
 greenhouses, count=1
 greenhouse, count=1
 green, count=6
 greedily, count=1
 greatness, count=1
 greatly, count=10
 greatest, count=7
 greater, count=5
 great, count=55
 grayness, count=1
 gray, count=3
 gravity, count=1
 graven, count=1
 grave, count=2
 gratitude, count=7
 gratify, count=2
 gratified, count=1
 gratification, count=2
 gratefully, count=1
 grateful, count=3
 grasshopper, count=1
 grasses, count=1
 grass, count=2
 grasp, count=2
 granted, count=5
 grant, count=2
 granite, count=2
 grandson, count=3
 grandmother, count=1
 grandfather, count=37
 graham, count=11
 graduate, count=1
 gradually, count=1
 gradual, count=1
 grace, count=1
 governs, count=1
 govern, count=1
 got, count=47
 gossipy, count=1
 gossip, count=1
 goodwill, count=1
 goods, count=2
 goodness, count=4
 good, count=61
 gone, count=21
 golf, count=1
 goldenrod, count=1
 golden, count=4
 goldbeater, count=1
 gold, count=4
 going, count=54
 goes, count=2
 god, count=1
 goals, count=1
 goal, count=3
 go, count=70
 gnawing, count=1
 glowing, count=2
 glowed, count=1
 glow, count=2
 glory, count=4
 glorious, count=1
 glorified, count=1
 gloomily, count=1
 gloom, count=1
 globe, count=1
 glistening, count=1
 glint, count=1
 glimpsed, count=1
 glimpse, count=3
 glimmered, count=1
 gleaned, count=1
 gleaming, count=1
 gleam, count=1
 glasses, count=1
 glass, count=1
 glancing, count=1
 glanced, count=8
 glance, count=8
 glamor, count=1
 gladly, count=1
 gladdened, count=1
 glad, count=12
 giving, count=6
 gives, count=2
 given, count=21
 give, count=35
 girls, count=1
 girl, count=1
 gilt, count=1
 giggle, count=1
 gigantic, count=2
 gifts, count=2
 gifted, count=1
 gift, count=1
 giant, count=1
 getting, count=8
 get, count=69
 gesture, count=2
 geraniums, count=1
 genuinely, count=3
 genuine, count=3
 gently, count=4
 gentlemen, count=2
 gentleman, count=8
 gentle, count=2
 genius, count=6
 generously, count=1
 generous, count=1
 generosity, count=1
 generations, count=2
 generation, count=1
 generated, count=3
 generate, count=1
 general, count=7
 gems, count=1
 gee, count=2
 gbnewby, count=1
 gaze, count=3
 gay, count=2
 gave, count=17
 gaudy, count=1
 gathering, count=1
 gathered, count=3
 gather, count=3
 gates, count=1
 gasped, count=5
 gasp, count=1
 garret, count=1
 garnered, count=1
 garments, count=1
 gardiner, count=2
 gardens, count=7
 gardeners, count=1
 gardener, count=2
 garden, count=4
 gap, count=1
 gangs, count=1
 gang, count=2
 gamey, count=1
 game, count=4
 galvanometers, count=1
 gaining, count=1
 gained, count=3
 gain, count=2
 gaily, count=1
 gabble, count=1
 g, count=2
 future, count=6
 fussing, count=3
 fussed, count=3
 fuses, count=1
 furtively, count=1
 furthermore, count=2
 furthered, count=1
 further, count=12
 furniture, count=8
 furnishings, count=4
 furnishing, count=4
 furnished, count=4
 funny, count=1
 fundraising, count=1
 fun, count=10
 fumigated, count=2
 fumbling, count=1
 fully, count=4
 fullness, count=1
 fuller, count=1
 full, count=19
 fulfilled, count=1
 fruit, count=1
 frugality, count=1
 frozen, count=1
 frosts, count=1
 frontispiece, count=2
 fronted, count=2
 front, count=6
 from, count=175
 fro, count=1
 frigid, count=1
 frightened, count=2
 fright, count=2
 friendship, count=8
 friends, count=5
 friendly, count=2
 friendliness, count=2
 friend, count=6
 fretted, count=1
 fretfully, count=1
 fret, count=1
 freshly, count=1
 freshet, count=6
 fresh, count=3
 frequently, count=8
 frequent, count=1
 frenzied, count=1
 french, count=2
 freight, count=2
 freeman, count=32
 freely, count=7
 freedom, count=1
 free, count=16
 fray, count=1
 frankly, count=2
 frank, count=1
 frame, count=2
 frail, count=1
 fragrance, count=2
 fragments, count=1
 fragment, count=1
 fox, count=1
 fourteen, count=2
 four, count=12
 fountains, count=2
 fountain, count=2
 founded, count=1
 foundation, count=29
 found, count=26
 fostering, count=1
 foster, count=1
 forwarded, count=1
 forward, count=9
 forty, count=2
 fortunes, count=3
 fortune, count=11
 fortunately, count=2
 fortunate, count=6
 fortnight, count=1
 forthcoming, count=1
 forth, count=17
 fort, count=2
 former, count=3
 formed, count=1
 formats, count=2
 format, count=4
 formal, count=1
 form, count=6
 fork, count=3
 forgotten, count=2
 forgot, count=1
 forgive, count=1
 forgetting, count=1
 forget, count=6
 forfeit, count=1
 forever, count=4
 forethought, count=1
 foresaw, count=1
 foremost, count=1
 forehead, count=2
 ford, count=1
 forced, count=8
 force, count=4
 forbidding, count=1
 for, count=460
 footsteps, count=2
 footlights, count=1
 football, count=1
 foot, count=2
 foolish, count=3
 fool, count=1
 food, count=3
 fond, count=5
 folly, count=1
 following, count=12
 followed, count=18
 follow, count=5
 folks, count=3
 foliage, count=2
 foaming, count=1
 foamed, count=2
 flying, count=2
 flushed, count=4
 flowers, count=6
 flowering, count=1
 flower, count=1
 flourished, count=1
 florida, count=2
 floor, count=7
 floods, count=1
 flooded, count=1
 flood, count=4
 flocked, count=2
 flock, count=1
 floating, count=1
 floated, count=1
 float, count=7
 flights, count=2
 flight, count=1
 flies, count=1
 flickering, count=1
 flicker, count=2
 flaw, count=1
 flattery, count=1
 flattened, count=1
 flats, count=1
 flat, count=5
 flashing, count=1
 flashed, count=3
 flash, count=1
 flame, count=1
 fixture, count=1
 fixed, count=4
 fix, count=4
 five, count=8
 fitting, count=2
 fitted, count=2
 fits, count=1
 fitness, count=1
 fit, count=9
 fishing, count=1
 fish, count=3
 first, count=48
 firm, count=4
 fireworks, count=1
 fireplace, count=7
 fired, count=1
 fire, count=5
 finished, count=11
 finish, count=5
 finis, count=1
 finger, count=2
 finer, count=3
 fine, count=13
 finding, count=2
 find, count=23
 financing, count=1
 financier, count=4
 financially, count=1
 financial, count=4
 finally, count=3
 finality, count=1
 final, count=4
 filtered, count=1
 filling, count=1
 filled, count=2
 fill, count=4
 files, count=2
 file, count=3
 figuring, count=1
 figure, count=4
 fighting, count=2
 fighter, count=1
 fight, count=2
 fifty, count=1
 fierceness, count=1
 fierce, count=1
 fiendishly, count=1
 fields, count=6
 field, count=7
 fidgeted, count=1
 fiber, count=1
 few, count=27
 feverishly, count=1
 feverish, count=2
 fetched, count=1
 fervor, count=1
 fervent, count=1
 fertilizers, count=1
 ferns, count=1
 fernalds, count=47
 fernald, count=154
 fend, count=2
 felt, count=17
 fellows, count=6
 fellow, count=4
 feller, count=1
 fell, count=3
 felicitations, count=1
 feet, count=8
 fees, count=4
 feelings, count=3
 feeling, count=4
 feel, count=12
 feed, count=3
 feeble, count=3
 fee, count=8
 federal, count=2
 features, count=2
 feather, count=2
 feat, count=1
 feasible, count=1
 fears, count=2
 fearing, count=1
 fear, count=5
 favorite, count=4
 favor, count=6
 fault, count=1
 fatigue, count=2
 father, count=68
 fate, count=5
 faster, count=2
 fastened, count=1
 fasten, count=1
 fast, count=2
 fashioned, count=1
 fashionable, count=1
 fashion, count=8
 fascinating, count=1
 farthing, count=3
 farther, count=13
 farms, count=1
 farming, count=8
 farmers, count=2
 farmer, count=7
 farmed, count=2
 farm, count=14
 far, count=38
 fancy, count=9
 fancies, count=1
 fancied, count=1
 famous, count=2
 family, count=26
 families, count=1
 familiar, count=4
 fame, count=1
 falls, count=38
 fallow, count=1
 fallen, count=2
 fall, count=2
 faithfully, count=3
 faithful, count=1
 faith, count=6
 fairy, count=2
 fairbanks, count=1
 fair, count=6
 faintly, count=1
 faint, count=2
 failure, count=1
 failed, count=5
 fagged, count=1
 faded, count=3
 fad, count=2
 facts, count=4
 factory, count=1
 factors, count=1
 factories, count=13
 factor, count=3
 fact, count=29
 facility, count=1
 faces, count=1
 face, count=25
 f, count=13
 eyesore, count=2
 eyes, count=25
 eyed, count=2
 eye, count=7
 exultations, count=1
 exultation, count=1
 exultant, count=1
 exuberance, count=1
 extremely, count=1
 extreme, count=1
 extra, count=8
 extermination, count=1
 extent, count=3
 extensive, count=1
 extending, count=1
 extended, count=2
 exquisite, count=1
 expressing, count=1
 express, count=2
 exposure, count=1
 expostulated, count=1
 exposed, count=1
 exporting, count=1
 explosives, count=1
 explanation, count=2
 explaining, count=1
 explained, count=8
 explain, count=1
 expert, count=1
 experiments, count=9
 experimenting, count=3
 experimenters, count=1
 experimented, count=2
 experimental, count=2
 experiment, count=7
 experiencing, count=1
 experiences, count=1
 experienced, count=1
 experience, count=4
 expenses, count=3
 expense, count=1
 expend, count=1
 expedition, count=1
 expecting, count=4
 expected, count=8
 expectantly, count=1
 expect, count=3
 expanse, count=1
 exists, count=1
 existence, count=4
 existed, count=4
 exhilarated, count=1
 exhibition, count=3
 exhibited, count=2
 exhibit, count=1
 exhausted, count=1
 exeter, count=5
 exercises, count=1
 exercise, count=1
 exempt, count=2
 executive, count=1
 executed, count=1
 execute, count=1
 excuse, count=1
 exclusion, count=1
 exclamation, count=1
 exclaiming, count=1
 exclaimed, count=10
 exciting, count=1
 excitement, count=6
 excited, count=3
 exchange, count=13
 exceptionally, count=1
 exception, count=1
 except, count=7
 excellent, count=5
 exasperated, count=1
 example, count=8
 examining, count=1
 examined, count=1
 examine, count=1
 examination, count=1
 exactly, count=5
 evolved, count=2
 evil, count=1
 evidently, count=5
 evident, count=5
 evidence, count=1
 everywhere, count=1
 everything, count=17
 everyday, count=1
 everybody, count=10
 every, count=51
 ever, count=39
 eventually, count=3
 events, count=2
 eventful, count=1
 event, count=6
 evening, count=5
 even, count=53
 estimation, count=1
 estimate, count=1
 estates, count=7
 estate, count=2
 essential, count=1
 espying, count=1
 especially, count=6
 escaped, count=1
 escape, count=7
 errors, count=4
 error, count=1
 errands, count=3
 errand, count=1
 ermine, count=1
 era, count=1
 er, count=1
 equipped, count=8
 equipment, count=7
 equalization, count=1
 equality, count=1
 equal, count=2
 epoch, count=2
 envy, count=1
 environment, count=2
 envied, count=4
 envelope, count=2
 entrusted, count=1
 entreaty, count=1
 entrance, count=4
 entity, count=3
 entirely, count=12
 entire, count=11
 enthusiasts, count=1
 enthusiastically, count=1
 enthusiastic, count=1
 enthusiasm, count=4
 entertainments, count=1
 entertainment, count=2
 entertain, count=1
 enterprise, count=2
 entering, count=1
 entered, count=3
 enter, count=3
 ensuring, count=1
 ensemble, count=1
 ensconced, count=1
 enough, count=47
 enormity, count=1
 enjoys, count=1
 enjoyed, count=6
 enjoy, count=3
 enigmas, count=1
 engrossed, count=1
 english, count=1
 england, count=2
 engineers, count=2
 engineering, count=1
 engineer, count=2
 engine, count=2
 engaged, count=1
 energy, count=6
 enduring, count=1
 endure, count=1
 ends, count=1
 endowed, count=1
 ended, count=1
 end, count=36
 encouraged, count=1
 encourage, count=1
 encountered, count=1
 encounter, count=3
 enchantment, count=1
 encamped, count=1
 enable, count=1
 empty, count=4
 employment, count=1
 employers, count=1
 employer, count=1
 employees, count=12
 employee, count=1
 employed, count=5
 employ, count=3
 emphatic, count=1
 emotion, count=1
 eminent, count=1
 emergency, count=1
 emerged, count=1
 embryo, count=2
 embodiment, count=1
 embarrassed, count=1
 email, count=3
 em, count=9
 elsewhere, count=3
 else, count=23
 elms, count=1
 elixir, count=1
 eliminate, count=1
 elements, count=2
 element, count=1
 electronically, count=2
 electronic, count=27
 electromagnets, count=3
 electromagnet, count=3
 electricity, count=23
 electricians, count=4
 electrician, count=5
 electrically, count=1
 electrical, count=20
 electric, count=14
 elect, count=1
 elder, count=19
 elbow, count=1
 elated, count=1
 ejected, count=1
 ejaculated, count=8
 either, count=23
 ein, count=1
 eighty, count=2
 eight, count=3
 eh, count=5
 efforts, count=7
 effort, count=2
 effect, count=2
 effaced, count=1
 edwin, count=3
 educational, count=1
 education, count=10
 editions, count=4
 edition, count=1
 edges, count=1
 edge, count=7
 eddy, count=1
 ecstasy, count=1
 echoing, count=1
 echoes, count=1
 echoed, count=6
 echo, count=3
 ebooks, count=7
 ebook, count=10
 ebb, count=1
 eats, count=1
 eating, count=2
 eat, count=3
 easy, count=9
 east, count=1
 easily, count=6
 easier, count=1
 earthly, count=2
 earth, count=7
 earshot, count=1
 ears, count=4
 earning, count=1
 earnest, count=1
 earned, count=5
 earn, count=4
 early, count=15
 ear, count=8
 eagerness, count=4
 eagerly, count=8
 eager, count=10
 each, count=27
 e, count=25
 dynamo, count=2
 dying, count=2
 dwellings, count=1
 dwelling, count=5
 duty, count=5
 duties, count=3
 dusk, count=1
 during, count=19
 dumbly, count=1
 dull, count=5
 dug, count=1
 duff, count=1
 due, count=2
 dubious, count=1
 drying, count=1
 dry, count=5
 drummed, count=1
 drumhead, count=1
 drum, count=1
 drudgery, count=1
 drowned, count=3
 drove, count=2
 dropping, count=2
 dropped, count=8
 drop, count=2
 drones, count=1
 drives, count=1
 driver, count=1
 driven, count=1
 drive, count=1
 drily, count=1
 drifts, count=2
 drifting, count=3
 drifted, count=1
 drift, count=1
 dries, count=1
 drew, count=3
 dress, count=1
 dreariness, count=1
 dreams, count=3
 dreamer, count=1
 dreamed, count=6
 dream, count=2
 dreadfully, count=1
 dreadful, count=1
 dreaded, count=1
 dread, count=1
 drawn, count=1
 drawled, count=1
 drawing, count=2
 drawers, count=4
 drawer, count=1
 draw, count=2
 draught, count=1
 drank, count=1
 dramatic, count=1
 dragons, count=1
 dragon, count=2
 dragged, count=2
 drag, count=2
 dr, count=2
 dozen, count=4
 doze, count=1
 downstairs, count=1
 downloading, count=1
 down, count=52
 doubtless, count=5
 doubt, count=10
 doubly, count=1
 double, count=1
 dotted, count=2
 dots, count=1
 doorway, count=2
 doorstep, count=1
 doors, count=8
 door, count=26
 doomsday, count=1
 doodle, count=1
 donors, count=1
 done, count=54
 donations, count=16
 donation, count=1
 donate, count=6
 don, count=78
 domicile, count=1
 dome, count=1
 domain, count=9
 dollars, count=7
 dolefully, count=1
 doing, count=23
 dogging, count=1
 doffed, count=1
 doesn, count=7
 does, count=11
 doctors, count=2
 doctor, count=4
 dock, count=1
 do, count=193
 dizzily, count=1
 divine, count=1
 diverse, count=1
 distributor, count=1
 distribution, count=6
 distributing, count=7
 distributed, count=6
 distribute, count=6
 distinguished, count=1
 distinguish, count=1
 distinctly, count=2
 distinct, count=1
 distant, count=2
 distance, count=8
 disquietude, count=1
 disposition, count=1
 disposal, count=1
 displaying, count=4
 displayed, count=4
 display, count=1
 disorder, count=1
 dismissal, count=1
 dismay, count=1
 disliked, count=1
 disk, count=1
 dishonest, count=1
 dishes, count=1
 disgrace, count=1
 disease, count=1
 discrepancies, count=1
 discovery, count=4
 discovering, count=1
 discoverer, count=1
 discovered, count=3
 discover, count=4
 discourtesy, count=1
 discouraging, count=1
 discouraged, count=5
 discourage, count=1
 discontinue, count=1
 disconnection, count=1
 disconnected, count=1
 disconcert, count=1
 discomfort, count=1
 disclaimers, count=1
 disclaimer, count=3
 disclaim, count=1
 disasters, count=1
 disaster, count=2
 disapproving, count=1
 disapproval, count=1
 disappointments, count=1
 disappointment, count=2
 disappointed, count=2
 disappeared, count=4
 disappear, count=2
 disability, count=1
 dirty, count=1
 dirt, count=1
 direful, count=1
 director, count=1
 directness, count=1
 directly, count=4
 directions, count=1
 direction, count=3
 directed, count=1
 direct, count=3
 diplomat, count=1
 diplomacy, count=2
 dip, count=1
 dinner, count=2
 dingy, count=3
 dinginess, count=1
 dilemma, count=3
 dignity, count=2
 dignified, count=1
 difficulty, count=3
 difficulties, count=1
 difficult, count=1
 differently, count=1
 different, count=13
 difference, count=5
 died, count=2
 die, count=5
 didn, count=20
 did, count=153
 diaphragm, count=1
 dialogue, count=1
 dialect, count=1
 devoting, count=1
 devoted, count=3
 devote, count=1
 devonshire, count=1
 device, count=5
 development, count=1
 develop, count=3
 devastation, count=1
 devastated, count=2
 deuce, count=3
 detested, count=2
 determined, count=1
 determine, count=1
 detectives, count=1
 detecting, count=1
 detected, count=2
 details, count=2
 detached, count=1
 detach, count=1
 destruction, count=1
 destroying, count=1
 destroyed, count=3
 destroy, count=4
 destined, count=1
 despite, count=1
 desperate, count=1
 desk, count=9
 desirous, count=1
 desiring, count=1
 desired, count=8
 desire, count=2
 designed, count=2
 design, count=2
 deserve, count=1
 deserted, count=4
 described, count=1
 descended, count=1
 derived, count=2
 derive, count=1
 derivative, count=3
 derisive, count=1
 deprived, count=1
 depression, count=2
 depressing, count=1
 depressed, count=2
 depositing, count=1
 deposit, count=2
 depends, count=1
 depending, count=1
 dependent, count=3
 dependence, count=1
 depended, count=1
 depend, count=1
 department, count=1
 denying, count=4
 deny, count=3
 denuded, count=1
 density, count=3
 denseness, count=1
 denied, count=1
 den, count=1
 demur, count=1
 demoralizing, count=1
 demoralization, count=1
 demonstrations, count=1
 demonstration, count=4
 demonstrating, count=1
 demonstrated, count=1
 demonstrate, count=1
 demanded, count=9
 demand, count=1
 deluge, count=1
 delivering, count=1
 delivered, count=1
 delightfully, count=2
 delightful, count=4
 delightedly, count=1
 delighted, count=7
 delight, count=7
 delicately, count=1
 delicate, count=2
 delicacy, count=1
 deliberately, count=1
 deletions, count=1
 delayed, count=1
 delay, count=1
 dejected, count=1
 degree, count=2
 degenerated, count=1
 definitely, count=1
 defiant, count=1
 defects, count=2
 defective, count=3
 defect, count=4
 defeated, count=1
 deeply, count=2
 deeper, count=1
 deepened, count=1
 deep, count=8
 deeds, count=1
 deed, count=2
 deductible, count=1
 dedication, count=2
 decorating, count=1
 declared, count=15
 declare, count=1
 decisions, count=1
 decision, count=1
 decided, count=8
 decide, count=6
 decent, count=8
 deceiving, count=1
 debts, count=1
 debt, count=2
 debris, count=1
 death, count=3
 dear, count=1
 dealing, count=1
 deal, count=12
 deaf, count=4
 deadly, count=1
 dead, count=2
 dazzling, count=1
 dazed, count=2
 days, count=28
 daybreak, count=1
 day, count=78
 dawn, count=2
 dawdling, count=1
 daunt, count=1
 daughters, count=1
 date, count=5
 data, count=1
 dastardly, count=1
 dashes, count=1
 dashed, count=1
 dash, count=3
 darned, count=2
 darkness, count=5
 dark, count=5
 dared, count=2
 dare, count=1
 dangers, count=1
 danger, count=6
 danced, count=2
 dance, count=2
 damp, count=1
 damned, count=1
 damages, count=4
 damaged, count=1
 damage, count=3
 dam, count=9
 daily, count=5
 daft, count=1
 dad, count=13
 d, count=37
 cutting, count=1
 cuter, count=1
 cut, count=19
 customers, count=1
 customer, count=1
 customary, count=1
 cussed, count=1
 cushions, count=2
 curving, count=1
 curtly, count=1
 curtains, count=8
 curtain, count=1
 curse, count=1
 currents, count=1
 current, count=31
 curling, count=2
 curiosity, count=4
 cures, count=1
 curbed, count=1
 cumbersome, count=1
 cultivated, count=1
 crying, count=1
 cry, count=4
 cruel, count=1
 crude, count=7
 crowded, count=7
 crowd, count=1
 crouched, count=1
 crossing, count=1
 crossed, count=2
 cross, count=5
 crops, count=4
 crop, count=4
 cronin, count=32
 criticized, count=1
 criticism, count=1
 critically, count=2
 critical, count=1
 crippled, count=1
 cripple, count=2
 crimson, count=1
 criminals, count=1
 criminal, count=1
 cried, count=16
 crept, count=5
 creeping, count=2
 creeks, count=1
 creed, count=1
 credits, count=1
 credit, count=3
 creature, count=3
 creation, count=1
 creating, count=4
 created, count=2
 crazy, count=4
 crawling, count=1
 crashed, count=1
 crash, count=2
 cranks, count=1
 crank, count=1
 craft, count=4
 cracks, count=1
 crack, count=3
 cowardly, count=2
 coveted, count=4
 covered, count=1
 cover, count=3
 courts, count=1
 courtesy, count=2
 court, count=2
 courses, count=1
 course, count=45
 courage, count=8
 couple, count=3
 countryside, count=1
 country, count=12
 countries, count=1
 countenance, count=2
 counted, count=1
 count, count=3
 couldn, count=5
 could, count=165
 couch, count=1
 cotton, count=4
 cottages, count=2
 cottage, count=4
 cosy, count=5
 costs, count=2
 cost, count=12
 corrupt, count=1
 corresponding, count=3
 corresponded, count=1
 correspond, count=2
 corrected, count=1
 correct, count=1
 corporation, count=1
 cornstalks, count=1
 cornetist, count=2
 cornet, count=1
 corner, count=5
 corn, count=3
 corking, count=4
 cordially, count=1
 cordiality, count=1
 cordial, count=1
 copyright, count=15
 copying, count=4
 copy, count=12
 copper, count=1
 copies, count=7
 copied, count=2
 cooperation, count=1
 cooped, count=1
 cool, count=1
 cook, count=1
 convinced, count=3
 convince, count=2
 conviction, count=1
 convert, count=1
 conversations, count=3
 conversation, count=9
 conventionalities, count=1
 convenient, count=1
 convenience, count=1
 convalescence, count=1
 conundrums, count=1
 contrived, count=3
 contrive, count=3
 contrivances, count=4
 contrivance, count=5
 contributor, count=1
 contributions, count=2
 contributed, count=1
 contribute, count=1
 contrasted, count=1
 contrast, count=1
 contrary, count=7
 contrariness, count=1
 contractions, count=1
 contracted, count=1
 contract, count=1
 continued, count=11
 continue, count=6
 continually, count=3
 continual, count=1
 continents, count=2
 contest, count=2
 contents, count=2
 content, count=4
 containing, count=1
 contained, count=2
 contain, count=3
 contagion, count=1
 contact, count=5
 consulting, count=1
 consult, count=1
 constructive, count=1
 construction, count=2
 constructing, count=2
 constructed, count=3
 consternation, count=2
 constantly, count=1
 constant, count=3
 conspirators, count=4
 conspiracy, count=1
 conspicuously, count=1
 consorting, count=1
 consolation, count=1
 consistent, count=1
 consisted, count=1
 considering, count=2
 consideration, count=2
 considerable, count=2
 consider, count=4
 conservatory, count=1
 conservatories, count=2
 consequently, count=1
 consequential, count=1
 consequence, count=10
 consented, count=1
 consciousness, count=2
 conscious, count=2
 conscientiously, count=1
 conscience, count=1
 connections, count=1
 connection, count=2
 connecting, count=3
 connected, count=5
 connect, count=3
 congratulating, count=2
 congratulate, count=1
 conglomeration, count=1
 congenial, count=1
 confusion, count=1
 confronting, count=1
 confronted, count=2
 conformity, count=1
